depth_m	ice_age_year_bp	delta_d_per_ml	temp_variation_degc	temp_c
1954	137549	-475.1	-7.45	-61.35
1955	137651	-475.2	-7.47	-61.36666667
1956	137754	-475.7	-7.55	-61.45
1957	137858	-477.7	-7.88	-61.78333333
1958	137966	-481.5	-8.51	-62.41666667
1959	138078	-483.8	-8.89	-62.8
1960	138193	-485.9	-9.24	-63.15
1961	138308	-484.1	-8.94	-62.85
1962	138420	-482	-8.59	-62.5
1963	138532	-482.8	-8.72	-62.63333333
1964	138644	-482.5	-8.67	-62.58333333
1965	138756	-482.5	-8.67	-62.58333333
1966	138868	-482	-8.59	-62.5
1967	138978	-480.3	-8.3	-62.21666667
1968	139087	-480.3	-8.3	-62.21666667
1969	139197	-481.7	-8.53	-62.45
1970	139308	-480.9	-8.4	-62.31666667
1971	139418	-480.9	-8.4	-62.31666667
1972	139530	-482.7	-8.7	-62.61666667
1973	139643	-483.7	-8.86	-62.78333333
1974	139756	-482.5	-8.66	-62.58333333
1975	139868	-481.1	-8.43	-62.35
1976	139979	-482.4	-8.64	-62.56666667
1977	140093	-484.5	-8.99	-62.91666667
1978	140207	-483.5	-8.82	-62.75
1979	140319	-480.6	-8.34	-62.26666667
1980	140430	-481.2	-8.44	-62.36666667
1981	140542	-482.6	-8.67	-62.6
1982	140655	-482.2	-8.6	-62.53333333
1983	140766	-480.9	-8.38	-62.31666667
1984	140876	-479.3	-8.11	-62.05
1985	140986	-482.2	-8.59	-62.53333333
1986	141100	-483.2	-8.75	-62.7
1987	141212	-481	-8.38	-62.33333333
1988	141323	-480.6	-8.31	-62.26666667
1989	141434	-482	-8.54	-62.5
1990	141547	-483	-8.7	-62.66666667
1991	141661	-482.3	-8.58	-62.55
1992	141773	-481.9	-8.51	-62.48333333
1993	141885	-481.2	-8.39	-62.36666667
1994	141997	-482.1	-8.54	-62.51666667
1995	142108	-480.1	-8.21	-62.18333333
1996	142218	-479.6	-8.12	-62.1
1997	142329	-481.1	-8.36	-62.35
1998	142440	-480.4	-8.25	-62.23333333
1999	142551	-481.9	-8.49	-62.48333333
2000	142665	-483.4	-8.73	-62.73333333
2001	142779	-483.1	-8.68	-62.68333333
2002	142893	-482.5	-8.58	-62.58333333
2003	143006	-481.5	-8.41	-62.41666667
2004	143117	-479.6	-8.09	-62.1
2005	143227	-480.1	-8.17	-62.18333333
2006	143338	-481	-8.31	-62.33333333
2007	143450	-481.2	-8.34	-62.36666667
2008	143562	-481.2	-8.34	-62.36666667
2009	143675	-483.1	-8.65	-62.68333333
2010	143790	-484.5	-8.87	-62.91666667
2011	143905	-481.4	-8.36	-62.4
2012	144016	-479	-7.95	-62
2013	144126	-480.4	-8.18	-62.23333333
2014	144237	-480.1	-8.13	-62.18333333
2015	144346	-477.6	-7.71	-61.76666667
2016	144453	-478.1	-7.79	-61.85
2017	144562	-478.5	-7.85	-61.91666667
2018	144671	-479	-7.93	-62
2019	144782	-480.7	-8.21	-62.28333333
2020	144894	-481.4	-8.32	-62.4
2021	145006	-480.6	-8.19	-62.26666667
2022	145116	-478.9	-7.9	-61.98333333
2023	145226	-479.5	-8	-62.08333333
2024	145337	-480.3	-8.13	-62.21666667
2025	145449	-481.4	-8.31	-62.4
2026	145563	-483.3	-8.62	-62.71666667
2027	145678	-482.5	-8.49	-62.58333333
2028	145792	-481.6	-8.34	-62.43333333
2029	145905	-482.3	-8.45	-62.55
2030	146019	-481.5	-8.31	-62.41666667
2031	146131	-479.6	-8	-62.1
2032	146242	-479.6	-7.99	-62.1
2033	146352	-478.8	-7.86	-61.96666667
2034	146461	-477.9	-7.71	-61.81666667
2035	146570	-478.6	-7.82	-61.93333333
2036	146681	-479.6	-7.98	-62.1
2037	146792	-479.8	-8.02	-62.13333333
2038	146903	-479.7	-8	-62.11666667
2039	147014	-479	-7.88	-62
2040	147124	-479.4	-7.95	-62.06666667
2041	147236	-479.8	-8.02	-62.13333333
2042	147347	-479.8	-8.02	-62.13333333
2043	147459	-480.6	-8.15	-62.26666667
2044	147572	-480	-8.05	-62.16666667
2045	147684	-479.5	-7.97	-62.08333333
2046	147796	-481.2	-8.25	-62.36666667
2047	147910	-481.6	-8.32	-62.43333333
2048	148025	-482.5	-8.47	-62.58333333
2049	148141	-482.4	-8.45	-62.56666667
2050	148253	-477.7	-7.67	-61.78333333
2051	148362	-476.8	-7.52	-61.63333333
2052	148471	-477.9	-7.7	-61.81666667
2053	148581	-477.5	-7.64	-61.75
2054	148691	-478.7	-7.84	-61.95
2055	148802	-478.7	-7.84	-61.95
2056	148913	-478	-7.72	-61.83333333
2057	149022	-477.4	-7.62	-61.73333333
2058	149132	-476.9	-7.54	-61.65
2059	149241	-477.7	-7.67	-61.78333333
2060	149351	-476.8	-7.52	-61.63333333
2061	149460	-476.4	-7.46	-61.56666667
2062	149569	-477.6	-7.66	-61.76666667
2063	149679	-477.5	-7.64	-61.75
2064	149789	-477.3	-7.61	-61.71666667
2065	149899	-477.1	-7.57	-61.68333333
2066	150008	-475.7	-7.34	-61.45
2067	150116	-475.6	-7.33	-61.43333333
2068	150224	-476.9	-7.54	-61.65
2069	150333	-475.7	-7.34	-61.45
2070	150440	-473.2	-6.93	-61.03333333
2071	150545	-473.4	-6.96	-61.06666667
2072	150653	-476.2	-7.43	-61.53333333
2073	150762	-476.1	-7.41	-61.51666667
2074	150868	-472.1	-6.75	-60.85
2075	150972	-471.3	-6.61	-60.71666667
2076	151076	-472.8	-6.86	-60.96666667
2077	151181	-473.1	-6.91	-61.01666667
2078	151287	-473.1	-6.91	-61.01666667
2079	151393	-475	-7.22	-61.33333333
2080	151502	-476.2	-7.42	-61.53333333
2081	151611	-476	-7.38	-61.5
2082	151721	-476.1	-7.4	-61.51666667
2083	151832	-478.7	-7.82	-61.95
2084	151945	-479.1	-7.89	-62.01666667
2085	152058	-479.1	-7.89	-62.01666667
2086	152171	-477.9	-7.69	-61.81666667
2087	152283	-478.4	-7.77	-61.9
2088	152398	-480.7	-8.15	-62.28333333
2089	152513	-480.3	-8.08	-62.21666667
2090	152628	-479	-7.86	-62
2091	152740	-477.7	-7.64	-61.78333333
2092	152852	-476.8	-7.49	-61.63333333
2093	152963	-477.9	-7.67	-61.81666667
2094	153076	-477.7	-7.64	-61.78333333
2095	153188	-478.5	-7.78	-61.91666667
2096	153301	-477.9	-7.68	-61.81666667
2097	153412	-475.2	-7.23	-61.36666667
2098	153523	-477.5	-7.61	-61.75
2099	153637	-480.2	-8.06	-62.2
2100	153753	-480.4	-8.1	-62.23333333
2101	153868	-478.2	-7.74	-61.86666667
2102	153981	-477.5	-7.62	-61.75
2103	154094	-478.1	-7.72	-61.85
2104	154207	-477.6	-7.64	-61.76666667
2105	154322	-480.6	-8.14	-62.26666667
2106	154438	-478.9	-7.86	-61.98333333
2107	154551	-475.9	-7.37	-61.48333333
2108	154664	-478.8	-7.85	-61.96666667
2109	154783	-485.7	-9	-63.11666667
2110	154907	-484.5	-8.8	-62.91666667
2111	155029	-482.9	-8.53	-62.65
2112	155151	-484.7	-8.84	-62.95
2113	155271	-480	-8.06	-62.16666667
2114	155388	-480.1	-8.08	-62.18333333
2115	155506	-480.9	-8.21	-62.31666667
2116	155625	-482	-8.4	-62.5
2117	155743	-478.9	-7.89	-61.98333333
2118	155861	-481.8	-8.37	-62.46666667
2119	155983	-484.8	-8.87	-62.96666667
2120	156105	-481.2	-8.28	-62.36666667
2121	156225	-482.5	-8.5	-62.58333333
2122	156349	-486	-9.08	-63.16666667
2123	156473	-482.7	-8.54	-62.61666667
2124	156593	-480.5	-8.17	-62.25
2125	156714	-482.6	-8.52	-62.6
2126	156835	-482.4	-8.49	-62.56666667
2127	156957	-482.7	-8.55	-62.61666667
2128	157080	-482.9	-8.58	-62.65
2129	157202	-482.4	-8.5	-62.56666667
2130	157324	-482.9	-8.59	-62.65
2131	157444	-478.4	-7.84	-61.9
2132	157560	-477.5	-7.69	-61.75
2133	157677	-478.8	-7.91	-61.96666667
2134	157793	-477.4	-7.67	-61.73333333
2135	157909	-477.9	-7.75	-61.81666667
2136	158026	-479	-7.93	-62
2137	158140	-473.2	-6.97	-61.03333333
2138	158250	-473	-6.93	-61
2139	158359	-471.2	-6.63	-60.7
2140	158469	-474.2	-7.13	-61.2
2141	158584	-479.8	-8.05	-62.13333333
2142	158702	-477.2	-7.62	-61.7
2143	158815	-473.9	-7.07	-61.15
2144	158925	-471.2	-6.62	-60.7
2145	159033	-471.8	-6.72	-60.8
2146	159139	-466.8	-5.89	-59.96666667
2147	159240	-463.1	-5.27	-59.35
2148	159340	-465.3	-5.63	-59.71666667
2149	159444	-471	-6.58	-60.66666667
2150	159548	-463.7	-5.36	-59.45
2151	159651	-469.2	-6.27	-60.36666667
2152	159757	-469.8	-6.37	-60.46666667
2153	159865	-470.9	-6.54	-60.65
2154	159971	-467.3	-5.94	-60.05
2155	160076	-469.2	-6.25	-60.36666667
2156	160184	-472.3	-6.76	-60.88333333
2157	160293	-471.8	-6.67	-60.8
2158	160403	-472.5	-6.78	-60.91666667
2159	160514	-472.6	-6.79	-60.93333333
2160	160626	-476.3	-7.4	-61.55
2161	160740	-473	-6.85	-61
2162	160851	-474.4	-7.07	-61.23333333
2163	160963	-472.7	-6.79	-60.95
2164	161077	-476.9	-7.48	-61.65
2165	161192	-476.1	-7.34	-61.51666667
2166	161308	-477.2	-7.52	-61.7
2167	161427	-480	-7.97	-62.16666667
2168	161545	-476.6	-7.41	-61.6
2169	161661	-476.5	-7.38	-61.58333333
2170	161776	-474.4	-7.03	-61.23333333
2171	161890	-475.7	-7.25	-61.45
2172	162005	-475.3	-7.18	-61.38333333
2173	162117	-471.8	-6.6	-60.8
2174	162227	-471.8	-6.6	-60.8
2175	162336	-469.5	-6.22	-60.41666667
2176	162440	-464.9	-5.46	-59.65
2177	162543	-465.7	-5.59	-59.78333333
2178	162649	-471.8	-6.6	-60.8
2179	162759	-470.7	-6.42	-60.61666667
2180	162867	-469	-6.14	-60.33333333
2181	162976	-471.3	-6.52	-60.71666667
2182	163089	-475.7	-7.25	-61.45
2183	163204	-474.4	-7.03	-61.23333333
2184	163318	-474.5	-7.05	-61.25
2185	163432	-474.2	-7	-61.2
2186	163546	-473.1	-6.81	-61.01666667
2187	163660	-475.6	-7.23	-61.43333333
2188	163777	-476.6	-7.39	-61.6
2189	163896	-478.2	-7.66	-61.86666667
2190	164016	-478.8	-7.76	-61.96666667
2191	164136	-477.7	-7.58	-61.78333333
2192	164258	-481.8	-8.26	-62.46666667
2193	164385	-483	-8.46	-62.66666667
2194	164512	-483.7	-8.57	-62.78333333
2195	164642	-484.9	-8.77	-62.98333333
2196	164769	-480.9	-8.11	-62.31666667
2197	164894	-482	-8.29	-62.5
2198	165021	-482.9	-8.44	-62.65
2199	165148	-482	-8.3	-62.5
2200	165274	-482.1	-8.31	-62.51666667
2201	165399	-479.1	-7.82	-62.01666667
2202	165522	-480.1	-7.98	-62.18333333
2203	165646	-481.2	-8.17	-62.36666667
2204	165774	-483.6	-8.57	-62.76666667
2205	165903	-483.4	-8.53	-62.73333333
2206	166029	-480	-7.97	-62.16666667
2207	166155	-482.8	-8.44	-62.63333333
2208	166284	-482.5	-8.39	-62.58333333
2209	166411	-480.9	-8.12	-62.31666667
2210	166537	-482.2	-8.34	-62.53333333
2211	166662	-478	-7.65	-61.83333333
2212	166785	-479.5	-7.9	-62.08333333
2213	166909	-479	-7.82	-62
2214	167035	-482.8	-8.45	-62.63333333
2215	167164	-481.6	-8.25	-62.43333333
2216	167290	-480	-7.99	-62.16666667
2217	167414	-478.6	-7.76	-61.93333333
2218	167539	-479.8	-7.96	-62.13333333
2219	167664	-479.8	-7.96	-62.13333333
2220	167790	-480.3	-8.05	-62.21666667
2221	167915	-479.3	-7.89	-62.05
2222	168039	-477.3	-7.56	-61.71666667
2223	168159	-474.7	-7.13	-61.28333333
2224	168276	-471.8	-6.65	-60.8
2225	168391	-471.6	-6.62	-60.76666667
2226	168506	-473.3	-6.9	-61.05
2227	168623	-472.1	-6.71	-60.85
2228	168739	-473.5	-6.94	-61.08333333
2229	168857	-474.1	-7.05	-61.18333333
2230	168974	-471.3	-6.59	-60.71666667
2231	169088	-469.7	-6.33	-60.45
2232	169201	-469.7	-6.33	-60.45
2233	169314	-469.4	-6.29	-60.4
2234	169425	-466.5	-5.81	-59.91666667
2235	169531	-462.1	-5.08	-59.18333333
2236	169638	-466.6	-5.83	-59.93333333
2237	169750	-470.4	-6.47	-60.56666667
2238	169866	-472.8	-6.87	-60.96666667
2239	169983	-471.2	-6.61	-60.7
2240	170101	-473.6	-7.01	-61.1
2241	170221	-475.3	-7.3	-61.38333333
2242	170340	-471.7	-6.71	-60.78333333
2243	170455	-468.8	-6.23	-60.3
2244	170568	-467.7	-6.05	-60.11666667
2245	170683	-472.5	-6.85	-60.91666667
2246	170803	-474.9	-7.25	-61.31666667
2247	170922	-471.1	-6.61	-60.68333333
2248	171040	-473.5	-7.01	-61.08333333
2249	171165	-479.3	-7.97	-62.05
2250	171289	-473.5	-7	-61.08333333
2251	171405	-468.4	-6.16	-60.23333333
2252	171519	-469.1	-6.27	-60.35
2253	171638	-476	-7.41	-61.5
2254	171760	-472.8	-6.88	-60.96666667
2255	171880	-474	-7.08	-61.16666667
2256	172004	-477.5	-7.65	-61.75
2257	172132	-479.9	-8.05	-62.15
2258	172262	-480.5	-8.15	-62.25
2259	172393	-480.5	-8.14	-62.25
2260	172522	-476.8	-7.53	-61.63333333
2261	172647	-477	-7.56	-61.66666667
2262	172774	-477.5	-7.64	-61.75
2263	172900	-476.7	-7.51	-61.61666667
2264	173027	-478	-7.72	-61.83333333
2265	173153	-475.5	-7.31	-61.41666667
2266	173275	-473	-6.89	-61
2267	173397	-474.3	-7.11	-61.21666667
2268	173519	-473.4	-6.96	-61.06666667
2269	173642	-474.4	-7.13	-61.23333333
2270	173761	-469.4	-6.3	-60.4
2271	173875	-466	-5.74	-59.83333333
2272	173988	-467	-5.91	-60
2273	174105	-472.7	-6.86	-60.95
2274	174226	-472	-6.74	-60.83333333
2275	174344	-468.6	-6.18	-60.26666667
2276	174459	-467.6	-6.02	-60.1
2277	174573	-467.2	-5.95	-60.03333333
2278	174688	-468	-6.09	-60.16666667
2279	174804	-469.1	-6.27	-60.35
2280	174920	-467	-5.92	-60
2281	175034	-467.6	-6.02	-60.1
2282	175150	-468.3	-6.14	-60.21666667
2283	175266	-468.4	-6.16	-60.23333333
2284	175386	-472.5	-6.84	-60.91666667
2285	175509	-475	-7.25	-61.33333333
2286	175630	-468	-6.09	-60.16666667
2287	175746	-467.7	-6.04	-60.11666667
2288	175866	-473.5	-7	-61.08333333
2289	175991	-474.8	-7.22	-61.3
2290	176117	-474.9	-7.23	-61.31666667
2291	176244	-476.9	-7.56	-61.65
2292	176373	-475.5	-7.33	-61.41666667
2293	176501	-476.5	-7.5	-61.58333333
2294	176630	-477	-7.58	-61.66666667
2295	176759	-476.8	-7.54	-61.63333333
2296	176887	-474.7	-7.19	-61.28333333
2297	177015	-476.5	-7.49	-61.58333333
2298	177142	-474	-7.08	-61.16666667
2299	177268	-473.9	-7.06	-61.15
2300	177393	-472.8	-6.88	-60.96666667
2301	177517	-473.1	-6.92	-61.01666667
2302	177644	-476	-7.4	-61.5
2303	177773	-476.2	-7.44	-61.53333333
2304	177900	-473.2	-6.94	-61.03333333
2305	178026	-474	-7.07	-61.16666667
2306	178153	-475.1	-7.25	-61.35
2307	178283	-477.5	-7.64	-61.75
2308	178417	-480.8	-8.19	-62.3
2309	178554	-480.6	-8.15	-62.26666667
2310	178691	-481.4	-8.28	-62.4
2311	178830	-481.8	-8.35	-62.46666667
2312	178965	-476.7	-7.5	-61.61666667
2313	179093	-472.3	-6.77	-60.88333333
2314	179217	-471.6	-6.65	-60.76666667
2315	179342	-473.7	-7	-61.11666667
2316	179468	-472.7	-6.83	-60.95
2317	179590	-468.2	-6.08	-60.2
2318	179706	-463.5	-5.3	-59.41666667
2319	179820	-464.7	-5.49	-59.61666667
2320	179939	-470.1	-6.39	-60.51666667
2321	180060	-469.8	-6.34	-60.46666667
2322	180182	-469.9	-6.35	-60.48333333
2323	180304	-469.5	-6.28	-60.41666667
2324	180426	-470.5	-6.44	-60.58333333
2325	180546	-466.1	-5.71	-59.85
2326	180663	-465.7	-5.64	-59.78333333
2327	180780	-465.7	-5.64	-59.78333333
2328	180895	-463.8	-5.32	-59.46666667
2329	181011	-466.3	-5.73	-59.88333333
2330	181132	-471.8	-6.64	-60.8
2331	181259	-473.5	-6.92	-61.08333333
2332	181382	-466.8	-5.8	-59.96666667
2333	181502	-469.2	-6.2	-60.36666667
2334	181626	-472.7	-6.77	-60.95
2335	181753	-472.3	-6.71	-60.88333333
2336	181881	-473.8	-6.95	-61.13333333
2337	182011	-475.9	-7.3	-61.48333333
2338	182146	-479.4	-7.87	-62.06666667
2339	182284	-480.2	-8	-62.2
2340	182421	-477.3	-7.52	-61.71666667
2341	182556	-478.2	-7.66	-61.86666667
2342	182694	-480.7	-8.08	-62.28333333
2343	182830	-476	-7.29	-61.5
2344	182965	-478.5	-7.7	-61.91666667
2345	183102	-478.9	-7.77	-61.98333333
2346	183243	-483.8	-8.58	-62.8
2347	183386	-481	-8.11	-62.33333333
2348	183525	-478.2	-7.64	-61.86666667
2349	183664	-481.4	-8.17	-62.4
2350	183807	-481.6	-8.2	-62.43333333
2351	183948	-480.9	-8.08	-62.31666667
2352	184088	-479.2	-7.79	-62.03333333
2353	184229	-481.1	-8.1	-62.35
2354	184367	-476.7	-7.37	-61.61666667
2355	184501	-475.1	-7.1	-61.35
2356	184641	-484.9	-8.72	-62.98333333
2357	184787	-481.8	-8.21	-62.46666667
2358	184928	-479.1	-7.75	-62.01666667
2359	185069	-481.2	-8.1	-62.36666667
2360	185212	-482	-8.23	-62.5
2361	185354	-479.1	-7.75	-62.01666667
2362	185494	-480.3	-7.94	-62.21666667
2363	185640	-485	-8.72	-63
2364	185788	-483.6	-8.49	-62.76666667
2365	185931	-478.5	-7.64	-61.91666667
2366	186071	-480.1	-7.9	-62.18333333
2367	186213	-480.6	-7.98	-62.26666667
2368	186356	-480.4	-7.95	-62.23333333
2369	186499	-481.6	-8.14	-62.43333333
2370	186642	-478.8	-7.68	-61.96666667
2371	186784	-481.3	-8.09	-62.38333333
2372	186927	-480.4	-7.94	-62.23333333
2373	187067	-476.9	-7.36	-61.65
2374	187204	-476.4	-7.27	-61.56666667
2375	187343	-479.3	-7.75	-62.05
2376	187486	-481.7	-8.14	-62.45
2377	187630	-479.5	-7.78	-62.08333333
2378	187770	-477.4	-7.42	-61.73333333
2379	187907	-475	-7.01	-61.33333333
2380	188042	-475.2	-7.03	-61.36666667
2381	188181	-480.3	-7.87	-62.21666667
2382	188324	-480.2	-7.84	-62.2
2383	188467	-479	-7.63	-62
2384	188609	-480.8	-7.92	-62.3
2385	188752	-478.4	-7.51	-61.9
2386	188892	-478.2	-7.46	-61.86666667
2387	189030	-476.1	-7.1	-61.51666667
2388	189165	-473.4	-6.64	-61.06666667
2389	189297	-472.5	-6.48	-60.91666667
2390	189431	-476.2	-7.08	-61.53333333
2391	189568	-475.9	-7.02	-61.48333333
2392	189702	-473.6	-6.63	-61.1
2393	189832	-470	-6.02	-60.5
2394	189961	-471.6	-6.27	-60.76666667
2395	190092	-473	-6.49	-61
2396	190222	-470.1	-6	-60.51666667
2397	190348	-467.8	-5.61	-60.13333333
2398	190469	-463.2	-4.84	-59.36666667
2399	190587	-463	-4.79	-59.33333333
2400	190705	-462.6	-4.72	-59.26666667
2401	190822	-461.4	-4.51	-59.06666667
2402	190934	-456	-3.6	-58.16666667
2403	191043	-456.5	-3.68	-58.25
2404	191156	-462.3	-4.63	-59.21666667
2405	191276	-465.7	-5.18	-59.78333333
2406	191398	-466.8	-5.35	-59.96666667
2407	191522	-467.8	-5.51	-60.13333333
2408	191647	-468.1	-5.55	-60.18333333
2409	191771	-467	-5.36	-60
2410	191895	-467.7	-5.46	-60.11666667
2411	192018	-464.8	-4.97	-59.63333333
2412	192138	-464	-4.83	-59.5
2413	192258	-465.2	-5.02	-59.7
2414	192382	-468.2	-5.51	-60.2
2415	192509	-470.3	-5.85	-60.55
2416	192638	-471.3	-6.01	-60.71666667
2417	192768	-471.1	-5.97	-60.68333333
2418	192895	-467.4	-5.35	-60.06666667
2419	193022	-470.4	-5.84	-60.56666667
2420	193152	-472.7	-6.21	-60.95
2421	193285	-473.1	-6.28	-61.01666667
2422	193421	-476.2	-6.78	-61.53333333
2423	193556	-473	-6.25	-61
2424	193687	-469.6	-5.68	-60.43333333
2425	193816	-470.9	-5.89	-60.65
2426	193946	-470.9	-5.88	-60.65
2427	194075	-469.4	-5.63	-60.4
2428	194201	-466.8	-5.19	-59.96666667
2429	194324	-464.5	-4.8	-59.58333333
2430	194444	-462.9	-4.53	-59.31666667
2431	194565	-465.5	-4.96	-59.75
2432	194687	-464.5	-4.79	-59.58333333
2433	194806	-461.2	-4.23	-59.03333333
2434	194926	-466.3	-5.07	-59.88333333
2435	195051	-467.2	-5.22	-60.03333333
2436	195175	-465.3	-4.9	-59.71666667
2437	195298	-464.8	-4.81	-59.63333333
2438	195420	-465.5	-4.92	-59.75
2439	195546	-468.9	-5.48	-60.31666667
2440	195676	-471.3	-5.88	-60.71666667
2441	195808	-471.8	-5.95	-60.8
2442	195940	-470.8	-5.78	-60.63333333
2443	196071	-470.5	-5.73	-60.58333333
2444	196202	-469.7	-5.59	-60.45
2445	196332	-470.5	-5.72	-60.58333333
2446	196463	-470.5	-5.72	-60.58333333
2447	196593	-468.9	-5.45	-60.31666667
2448	196722	-468.5	-5.37	-60.25
2449	196846	-463.2	-4.49	-59.36666667
2450	196965	-460.5	-4.04	-58.91666667
2451	197086	-465.5	-4.86	-59.75
2452	197211	-467.4	-5.17	-60.06666667
2453	197338	-466.2	-4.97	-59.86666667
2454	197462	-465.1	-4.79	-59.68333333
2455	197587	-465.6	-4.87	-59.76666667
2456	197711	-465.4	-4.83	-59.73333333
2457	197833	-462.2	-4.3	-59.2
2458	197954	-463.3	-4.48	-59.38333333
2459	198075	-460.8	-4.07	-58.96666667
2460	198192	-459.5	-3.85	-58.75
2461	198309	-459.2	-3.8	-58.7
2462	198426	-459.3	-3.81	-58.71666667
2463	198542	-458.5	-3.68	-58.58333333
2464	198656	-455.6	-3.2	-58.1
2465	198768	-456.2	-3.29	-58.2
2466	198881	-454.9	-3.08	-57.98333333
2467	198992	-454.2	-2.96	-57.86666667
2468	199104	-456.7	-3.37	-58.28333333
2469	199220	-459.5	-3.84	-58.75
2470	199337	-458.2	-3.62	-58.53333333
2471	199452	-456.9	-3.4	-58.31666667
2472	199567	-458.3	-3.63	-58.55
2473	199682	-455.5	-3.17	-58.08333333
2474	199793	-453.2	-2.8	-57.7
2475	199904	-454.1	-2.95	-57.85
2476	200015	-452.4	-2.68	-57.56666667
2477	200124	-453	-2.78	-57.66666667
2478	200236	-454.7	-3.07	-57.95
2479	200345	-449.6	-2.23	-57.1
2480	200451	-448.3	-2.02	-56.88333333
2481	200558	-450.7	-2.42	-57.28333333
2482	200666	-451	-2.48	-57.33333333
2483	200776	-453	-2.82	-57.66666667
2484	200887	-453.1	-2.84	-57.68333333
2485	200998	-452.7	-2.78	-57.61666667
2486	201109	-451.5	-2.59	-57.41666667
2487	201216	-447.3	-1.9	-56.71666667
2488	201319	-444.8	-1.49	-56.3
2489	201423	-447.6	-1.96	-56.76666667
2490	201529	-448.5	-2.11	-56.91666667
2491	201635	-447.7	-1.99	-56.78333333
2492	201742	-449.3	-2.26	-57.05
2493	201849	-448.2	-2.08	-56.86666667
2494	201957	-449.7	-2.34	-57.11666667
2495	202065	-447.7	-2.02	-56.78333333
2496	202169	-444.7	-1.53	-56.28333333
2497	202275	-449.9	-2.4	-57.15
2498	202386	-451	-2.59	-57.33333333
2499	202496	-450.5	-2.51	-57.25
2500	202607	-450.6	-2.54	-57.26666667
2501	202717	-449.4	-2.35	-57.06666667
2502	202826	-449	-2.29	-57
2503	202936	-450.2	-2.49	-57.2
2504	203046	-449.5	-2.38	-57.08333333
2505	203155	-447	-1.98	-56.66666667
2506	203262	-446.5	-1.9	-56.58333333
2507	203370	-449.1	-2.34	-57.01666667
2508	203481	-450.4	-2.56	-57.23333333
2509	203592	-449.6	-2.43	-57.1
2510	203704	-451.4	-2.73	-57.4
2511	203818	-452.5	-2.92	-57.58333333
2512	203933	-453.1	-3.03	-57.68333333
2513	204049	-453.5	-3.1	-57.75
2514	204164	-451.1	-2.71	-57.35
2515	204278	-451.9	-2.84	-57.48333333
2516	204394	-454.3	-3.25	-57.88333333
2517	204512	-453.8	-3.17	-57.8
2518	204629	-452.4	-2.94	-57.56666667
2519	204743	-450.1	-2.56	-57.18333333
2520	204857	-451.4	-2.78	-57.4
2521	204973	-453.7	-3.17	-57.78333333
2522	205092	-456	-3.55	-58.16666667
2523	205214	-456.8	-3.69	-58.3
2524	205336	-456.7	-3.68	-58.28333333
2525	205458	-456.4	-3.63	-58.23333333
2526	205582	-458.3	-3.95	-58.55
2527	205708	-460.1	-4.25	-58.85
2528	205836	-460.7	-4.35	-58.95
2529	205965	-461.3	-4.45	-59.05
2530	206097	-464.3	-4.95	-59.55
2531	206232	-464.9	-5.05	-59.65
2532	206366	-462.6	-4.67	-59.26666667
2533	206496	-460.9	-4.39	-58.98333333
2534	206627	-462.3	-4.62	-59.21666667
2535	206759	-462.5	-4.65	-59.25
2536	206890	-460.2	-4.27	-58.86666667
2537	207019	-460.8	-4.37	-58.96666667
2538	207149	-460.3	-4.29	-58.88333333
2539	207278	-460.4	-4.31	-58.9
2540	207409	-461.5	-4.49	-59.08333333
2541	207540	-460.8	-4.37	-58.96666667
2542	207671	-461.4	-4.47	-59.06666667
2543	207803	-461.7	-4.51	-59.11666667
2544	207933	-459.3	-4.11	-58.71666667
2545	208061	-458.8	-4.02	-58.63333333
2546	208191	-460.8	-4.35	-58.96666667
2547	208319	-456.9	-3.7	-58.31666667
2548	208445	-457.6	-3.81	-58.43333333
2549	208571	-456.8	-3.68	-58.3
2550	208696	-456.3	-3.59	-58.21666667
2551	208821	-456.4	-3.6	-58.23333333
2552	208946	-456.1	-3.55	-58.18333333
2553	209072	-457	-3.7	-58.33333333
2554	209195	-453.2	-3.06	-57.7
2555	209315	-452.1	-2.88	-57.51666667
2556	209436	-453.9	-3.17	-57.81666667
2557	209560	-456.2	-3.55	-58.2
2558	209686	-457.3	-3.73	-58.38333333
2559	209812	-455.8	-3.48	-58.13333333
2560	209938	-456.4	-3.58	-58.23333333
2561	210062	-453.4	-3.07	-57.73333333
2562	210182	-450	-2.51	-57.16666667
2563	210300	-450.8	-2.64	-57.3
2564	210418	-451	-2.67	-57.33333333
2565	210538	-452.5	-2.91	-57.58333333
2566	210659	-451.8	-2.79	-57.46666667
2567	210777	-449	-2.33	-57
2568	210893	-447.9	-2.14	-56.81666667
2569	211009	-448.3	-2.21	-56.88333333
2570	211127	-450.9	-2.64	-57.31666667
2571	211246	-451.1	-2.67	-57.35
2572	211366	-450.5	-2.56	-57.25
2573	211485	-450.3	-2.53	-57.21666667
2574	211603	-448.8	-2.28	-56.96666667
2575	211721	-450.8	-2.61	-57.3
2576	211842	-452	-2.8	-57.5
2577	211960	-447.2	-2	-56.7
2578	212075	-447.4	-2.03	-56.73333333
2579	212190	-446.1	-1.81	-56.51666667
2580	212305	-448.3	-2.17	-56.88333333
2581	212422	-447.7	-2.07	-56.78333333
2582	212538	-447.5	-2.03	-56.75
2583	212653	-445.2	-1.65	-56.36666667
2584	212766	-445.1	-1.63	-56.35
2585	212881	-447.8	-2.07	-56.8
2586	212996	-445.3	-1.65	-56.38333333
